DeviceTime,S1_Ch1,S1_Ch2,S1_Ch3,S1_Ch4,S1_Ch5,S1_Ch6
2026-03-17 21:11:11.477,0.12854667007923126,-0.03462926670908928,0.02503429725766182,-0.0015802198322489858,-0.04982004314661026,0.0025705841835588217
2026-03-17 21:11:20.814,-0.4391272962093353,0.1643979251384735,0.05494118854403496,0.034705452620983124,0.14399601519107819,0.011683676391839981
2026-03-17 21:11:20.819,-0.23815971612930298,0.23831333220005035,-0.28694209456443787,0.03565044701099396,0.13475832343101501,0.015572838485240936
2026-03-17 21:11:20.824,-0.38871559500694275,0.168624147772789,-0.03817237541079521,0.0343891903758049,0.14414836466312408,0.010316785424947739
2026-03-17 21:11:20.828,-0.6019690036773682,0.08858852088451385,0.2711555063724518,0.03072976879775524,0.15507292747497559,0.00651950528845191
2026-03-17 21:11:20.834,-0.4593258500099182,0.1496361792087555,0.055676545947790146,0.03309375047683716,0.15232759714126587,0.007258446421474218
2026-03-17 21:11:20.838,-0.232993021607399,0.25370195508003235,-0.28465506434440613,0.03841501101851463,0.14441801607608795,0.010989195667207241
2026-03-17 21:11:20.844,-0.39987996220588684,0.19772465527057648,-0.0327245369553566,0.03826237842440605,0.15332190692424774,0.012483637779951096
2026-03-17 21:11:20.848,-0.6479887962341309,0.1306864470243454,0.29272374510765076,0.038285721093416214,0.1646038293838501,0.004884656518697739
2026-03-17 21:11:20.854,-0.5138932466506958,0.18055711686611176,0.06387297809123993,0.04058811441063881,0.1573469638824463,0.009857057593762875
2026-03-17 21:11:20.858,-0.3247486650943756,0.24763672053813934,-0.28350830078125,0.04453293979167938,0.1517149955034256,0.015983637422323227
2026-03-17 21:11:20.864,-0.43627962470054626,0.2026071548461914,-0.05218110606074333,0.045338161289691925,0.15303723514080048,0.015239998698234558
2026-03-17 21:11:20.868,-0.6520515084266663,0.14046356081962585,0.28311893343925476,0.0474630743265152,0.1624351441860199,0.01022338680922985
